구분번호,발생년월,주야,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령대,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령대,피해운전자 상해정도
2023084292,2023년 6월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,31-40세,상해없음,화물,여,51-60세,경상
2023084323,2023년 6월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,기타,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,화물,남,31-40세,경상
2023084520,2023년 6월,주간,경상남도 양산시,부상신고사고,0,0,0,1,차대차 - 추돌,안전거리미확보,건조,맑음,교차로 - 교차로안,이륜,남,20세 이하,상해없음,승용,남,61-64세,상해없음
2023084950,2023년 6월,주간,경상남도 양산시,중상사고,0,1,0,0,차대차 - 충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,31-40세,상해없음,이륜,남,21-30세,중상
2023085082,2023년 6월,주간,경상남도 양산시,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,61-64세,상해없음,승용,여,51-60세,경상
2023085155,2023년 6월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,31-40세,상해없음,승용,남,41-50세,경상
2023085238,2023년 6월,야간,경상남도 양산시,중상사고,0,1,0,0,차대차 - 기타,기타,건조,맑음,교차로 - 교차로안,이륜,남,21-30세,상해없음,원동기,남,65세 이상,중상
2023085369,2023년 6월,야간,경상남도 양산시,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,보행자,남,31-40세,경상
2023085575,2023년 6월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,65세 이상,상해없음,승용,여,31-40세,경상
2023085576,2023년 6월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,51-60세,상해없음,승용,남,51-60세,경상
2023085616,2023년 6월,주간,경상남도 양산시,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로안,승용,여,65세 이상,상해없음,보행자,여,21-30세,경상
2023085643,2023년 6월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,화물,남,65세 이상,상해없음,승용,남,21-30세,경상
2023085914,2023년 6월,야간,경상남도 양산시,경상사고,0,0,1,0,차량단독 - 전도전복,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,51-60세,경상,,,,
2023085915,2023년 6월,야간,경상남도 양산시,경상사고,0,0,2,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,41-50세,상해없음,승용,남,51-60세,경상
2023085937,2023년 6월,야간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,51-60세,상해없음,화물,여,61-64세,경상
2023086031,2023년 6월,주간,경상남도 양산시,경상사고,0,0,3,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승합,남,41-50세,경상,승용,여,31-40세,경상
2023086388,2023년 6월,주간,경상남도 양산시,경상사고,0,0,2,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,61-64세,상해없음,화물,남,65세 이상,경상
2023086547,2023년 6월,야간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,51-60세,상해없음,승용,남,31-40세,상해없음
2023086574,2023년 6월,야간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,안전거리미확보,건조,맑음,단일로 - 기타,특수,남,61-64세,상해없음,승용,여,31-40세,경상
2023086688,2023년 6월,주간,경상남도 양산시,경상사고,0,0,2,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,65세 이상,상해없음,승용,여,31-40세,경상
2023086739,2023년 6월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,원동기,남,20세 이하,상해없음,승용,여,41-50세,상해없음
2023087266,2023년 6월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,65세 이상,상해없음,승용,여,41-50세,경상
2023087330,2023년 6월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,65세 이상,상해없음,승용,여,41-50세,상해없음
2023087632,2023년 6월,야간,경상남도 양산시,중상사고,0,1,1,0,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로안,이륜,남,41-50세,중상,승용,남,51-60세,상해없음
2023087861,2023년 6월,주간,경상남도 양산시,중상사고,0,2,1,0,차대차 - 충돌,기타,건조,맑음,교차로 - 교차로안,화물,여,31-40세,경상,화물,남,51-60세,중상
2023087943,2023년 6월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,여,51-60세,상해없음,개인형이동수단(PM),남,31-40세,경상
2023088185,2023년 6월,야간,경상남도 양산시,중상사고,0,1,0,0,차대차 - 충돌,중앙선침범,건조,맑음,교차로 - 교차로부근,승용,남,51-60세,상해없음,이륜,남,51-60세,중상
2023088539,2023년 6월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,65세 이상,상해없음,승용,여,51-60세,경상
2023088540,2023년 6월,주간,경상남도 양산시,경상사고,0,0,2,0,차대차 - 충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,41-50세,상해없음,승용,남,31-40세,경상
2023088642,2023년 6월,주간,경상남도 양산시,부상신고사고,0,0,0,1,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,기타 - 기타,승합,여,65세 이상,상해없음,보행자,남,31-40세,부상신고
2023088687,2023년 6월,주간,경상남도 양산시,경상사고,0,0,1,0,차대사람 - 기타,기타,건조,맑음,단일로 - 기타,승합,남,61-64세,상해없음,보행자,여,41-50세,경상
2023088756,2023년 6월,야간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,31-40세,상해없음,자전거,남,13-20세,경상
2023088894,2023년 6월,야간,경상남도 양산시,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,기타불명,보행자,남,21-30세,경상
2023088958,2023년 6월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,젖음/습기,비,단일로 - 기타,기타불명,기타불명,기타불명,기타불명,화물,여,65세 이상,경상
2023088981,2023년 6월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,중앙선침범,젖음/습기,비,단일로 - 기타,화물,남,61-64세,상해없음,승용,여,31-40세,경상
2023089149,2023년 6월,주간,경상남도 양산시,중상사고,0,1,0,0,차대차 - 충돌,중앙선침범,건조,맑음,교차로 - 교차로부근,승용,남,41-50세,상해없음,원동기,남,65세 이상,중상
2023089595,2023년 6월,주간,경상남도 양산시,중상사고,0,1,0,0,차량단독 - 도로외이탈 - 추락,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,51-60세,중상,,,,
2023089684,2023년 6월,주간,경상남도 양산시,중상사고,0,1,0,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,이륜,남,41-50세,중상
2023089791,2023년 6월,주간,경상남도 양산시,중상사고,0,1,0,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,41-50세,상해없음,자전거,여,61-64세,중상
2023090144,2023년 6월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,31-40세,상해없음,자전거,남,31-40세,경상
2023090179,2023년 6월,주간,경상남도 양산시,중상사고,0,1,0,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,여,21-30세,상해없음,승용,남,65세 이상,상해없음
2023090409,2023년 6월,주간,경상남도 양산시,경상사고,0,0,2,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,65세 이상,상해없음,승용,여,51-60세,경상
2023090757,2023년 6월,주간,경상남도 양산시,중상사고,0,1,0,0,차대사람 - 차도통행중,보행자보호의무위반,건조,맑음,교차로 - 교차로안,승용,여,31-40세,상해없음,보행자,여,61-64세,중상
2023090758,2023년 6월,주간,경상남도 양산시,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,보행자,남,65세 이상,중상
2023090920,2023년 6월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,21-30세,상해없음,승용,여,41-50세,경상
2023091144,2023년 6월,야간,경상남도 양산시,경상사고,0,0,4,0,차대차 - 충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,41-50세,상해없음,승용,남,21-30세,경상
2023091184,2023년 6월,야간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,개인형이동수단(PM),남,20세 이하,상해없음,승용,남,31-40세,상해없음
2023091285,2023년 6월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,흐림,기타 - 기타,자전거,남,20세 이하,경상,승용,남,51-60세,기타불명
2023091488,2023년 6월,야간,경상남도 양산시,경상사고,0,0,3,0,차대차 - 충돌,기타,젖음/습기,비,교차로 - 교차로안,이륜,남,21-30세,경상,승용,남,31-40세,경상
2023091637,2023년 6월,주간,경상남도 양산시,중상사고,0,1,0,0,차대차 - 충돌,신호위반,젖음/습기,비,교차로 - 교차로안,승용,여,51-60세,상해없음,이륜,남,31-40세,중상
2023091661,2023년 6월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,신호위반,젖음/습기,비,교차로 - 교차로안,승용,여,61-64세,기타불명,승용,여,41-50세,경상
2023092024,2023년 6월,야간,경상남도 양산시,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,21-30세,상해없음,승용,여,31-40세,경상
2023092357,2023년 6월,주간,경상남도 양산시,중상사고,0,1,0,0,차대차 - 충돌,교차로운행방법위반,건조,맑음,단일로 - 기타,승용,여,51-60세,상해없음,원동기,남,51-60세,중상
2023092654,2023년 6월,야간,경상남도 양산시,중상사고,0,1,0,0,차량단독 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,51-60세,상해없음,,,,
2023092681,2023년 6월,야간,경상남도 양산시,경상사고,0,0,1,1,차대차 - 충돌,신호위반,젖음/습기,비,교차로 - 교차로안,이륜,남,41-50세,부상신고,승용,여,31-40세,경상
2023092704,2023년 6월,야간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,신호위반,젖음/습기,비,교차로 - 교차로안,승용,여,65세 이상,상해없음,승용,남,21-30세,경상
2023092860,2023년 6월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,여,41-50세,상해없음,승용,여,21-30세,경상
2023092929,2023년 6월,주간,경상남도 양산시,중상사고,0,1,0,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,21-30세,상해없음,화물,남,41-50세,중상
2023093251,2023년 6월,야간,경상남도 양산시,중상사고,0,1,0,0,차량단독 - 기타,기타,건조,맑음,단일로 - 기타,승용,남,61-64세,상해없음,,,,
2023093638,2023년 6월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,젖음/습기,비,단일로 - 기타,승용,남,51-60세,상해없음,승용,남,21-30세,경상
2023093639,2023년 6월,주간,경상남도 양산시,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,개인형이동수단(PM),남,20세 이하,상해없음,보행자,여,51-60세,경상
2023093670,2023년 6월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,젖음/습기,비,교차로 - 교차로안,승용,여,65세 이상,상해없음,이륜,남,31-40세,경상
2023093712,2023년 6월,야간,경상남도 양산시,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,젖음/습기,흐림,주차장 - 주차장,승용,남,31-40세,상해없음,이륜,남,41-50세,중상
2023093805,2023년 6월,야간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 기타,기타,젖음/습기,비,교차로 - 교차로안,승용,여,51-60세,상해없음,이륜,남,31-40세,경상
2023093932,2023년 6월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,안전거리미확보,젖음/습기,비,단일로 - 기타,승용,여,31-40세,상해없음,승용,남,31-40세,경상
2023093988,2023년 6월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,흐림,단일로 - 기타,승용,남,65세 이상,상해없음,화물,여,21-30세,경상
2023093989,2023년 6월,주간,경상남도 양산시,경상사고,0,0,2,0,차대차 - 충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,화물,남,61-64세,경상,승용,남,21-30세,경상
2023094016,2023년 6월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,51-60세,상해없음,승용,남,13-20세,경상
2023094103,2023년 6월,주간,경상남도 양산시,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,흐림,교차로 - 교차로안,화물,남,41-50세,상해없음,보행자,남,51-60세,경상
2023094195,2023년 6월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,흐림,주차장 - 주차장,승용,여,51-60세,상해없음,승용,남,21-30세,경상
2023094196,2023년 6월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,51-60세,상해없음,승용,남,21-30세,경상
2023094239,2023년 6월,야간,경상남도 양산시,중상사고,0,1,0,0,차대차 - 충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,31-40세,상해없음,승용,여,51-60세,중상
2023094301,2023년 6월,야간,경상남도 양산시,중상사고,0,1,0,0,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로안,이륜,남,21-30세,중상,승용,남,13-20세,상해없음
2023094344,2023년 6월,야간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,승용,남,13-20세,경상
2023094411,2023년 7월,야간,경상남도 양산시,경상사고,0,0,2,1,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,21-30세,부상신고,승용,남,51-60세,경상
2023094453,2023년 7월,주간,경상남도 양산시,중상사고,0,1,1,0,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,51-60세,경상,화물,남,51-60세,중상
2023094732,2023년 7월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,51-60세,상해없음,자전거,남,12세 이하,경상
2023094879,2023년 7월,야간,경상남도 양산시,경상사고,0,0,2,0,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로안,원동기,여,21-30세,상해없음,승용,남,31-40세,경상
2023094880,2023년 7월,야간,경상남도 양산시,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로횡단보도내,이륜,남,20세 이하,상해없음,보행자,여,65세 이상,중상
2023095021,2023년 7월,주간,경상남도 양산시,부상신고사고,0,0,0,1,차량단독 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,31-40세,부상신고,,,,
2023095110,2023년 7월,주간,경상남도 양산시,부상신고사고,0,0,0,1,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,31-40세,기타불명,이륜,남,41-50세,부상신고
2023095162,2023년 7월,주간,경상남도 양산시,부상신고사고,0,0,0,1,차량단독 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,31-40세,부상신고,,,,
2023095298,2023년 7월,야간,경상남도 양산시,경상사고,0,0,2,0,차대차 - 충돌,중앙선침범,건조,맑음,단일로 - 기타,원동기,남,31-40세,상해없음,승용,여,21-30세,경상
2023095336,2023년 7월,야간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,51-60세,상해없음,이륜,남,41-50세,경상
2023095580,2023년 7월,주간,경상남도 양산시,중상사고,0,1,0,0,차대차 - 충돌,기타,건조,맑음,교차로 - 교차로안,승용,여,51-60세,상해없음,이륜,남,41-50세,중상
2023095752,2023년 7월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,51-60세,상해없음,승용,여,21-30세,경상
2023095788,2023년 7월,야간,경상남도 양산시,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,이륜,남,51-60세,중상
2023095933,2023년 7월,주간,경상남도 양산시,중상사고,0,1,0,0,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,41-50세,상해없음,승용,여,21-30세,중상
2023096141,2023년 7월,주간,경상남도 양산시,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,화물,남,65세 이상,상해없음,승용,남,51-60세,경상
2023096172,2023년 7월,주간,경상남도 양산시,중상사고,0,1,0,0,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,51-60세,상해없음,자전거,남,51-60세,중상
2023096198,2023년 7월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,젖음/습기,비,교차로 - 교차로안,승용,여,41-50세,상해없음,이륜,남,65세 이상,경상
2023096475,2023년 7월,야간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,31-40세,상해없음,승용,여,31-40세,경상
2023096572,2023년 7월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,중앙선침범,젖음/습기,흐림,단일로 - 기타,화물,남,41-50세,상해없음,건설기계,남,51-60세,경상
2023096908,2023년 7월,야간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,51-60세,기타불명,승용,여,13-20세,경상
2023096965,2023년 7월,야간,경상남도 양산시,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,51-60세,상해없음,승용,여,61-64세,경상
2023097195,2023년 7월,주간,경상남도 양산시,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,31-40세,상해없음,보행자,여,31-40세,경상
2023097315,2023년 7월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,51-60세,상해없음,승용,여,51-60세,경상
2023097516,2023년 7월,야간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,중앙선침범,건조,맑음,단일로 - 기타,승용,여,51-60세,상해없음,원동기,남,21-30세,경상
2023097758,2023년 7월,주간,경상남도 양산시,경상사고,0,0,3,0,차대차 - 충돌,안전거리미확보,젖음/습기,비,단일로 - 고가도로위,승용,여,65세 이상,상해없음,승용,남,21-30세,경상
2023097798,2023년 7월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,기타,젖음/습기,비,단일로 - 기타,승용,남,41-50세,상해없음,승용,남,65세 이상,경상
2023097875,2023년 7월,주간,경상남도 양산시,중상사고,0,1,0,0,차대차 - 충돌,안전운전불이행,젖음/습기,비,교차로 - 교차로안,특수,남,61-64세,상해없음,화물,남,31-40세,중상
2023097991,2023년 7월,주간,경상남도 양산시,중상사고,0,1,0,0,차대차 - 충돌,안전거리미확보,젖음/습기,비,교차로 - 교차로부근,승용,여,51-60세,상해없음,승용,남,51-60세,중상
2023098251,2023년 7월,야간,경상남도 양산시,경상사고,0,0,2,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,21-30세,경상,보행자,남,51-60세,경상
2023098303,2023년 7월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,신호위반,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,화물,남,51-60세,경상
2023098379,2023년 7월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,65세 이상,상해없음,승용,남,31-40세,경상
2023098411,2023년 7월,주간,경상남도 양산시,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,61-64세,상해없음,이륜,남,41-50세,중상
2023098484,2023년 7월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,젖음/습기,비,교차로 - 교차로안,승용,여,41-50세,상해없음,승용,여,41-50세,경상
2023098679,2023년 7월,야간,경상남도 양산시,중상사고,0,2,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,41-50세,상해없음,승용,남,65세 이상,경상
2023098901,2023년 7월,주간,경상남도 양산시,부상신고사고,0,0,0,1,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,65세 이상,상해없음,보행자,남,31-40세,부상신고
2023098955,2023년 7월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,교차로 - 교차로안,이륜,남,21-30세,기타불명,이륜,여,21-30세,경상
2023099176,2023년 7월,주간,경상남도 양산시,중상사고,0,1,0,0,차대차 - 충돌,안전거리미확보,건조,맑음,단일로 - 기타,특수,남,61-64세,상해없음,승용,여,41-50세,중상
2023099311,2023년 7월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,신호위반,건조,흐림,교차로 - 교차로안,승용,여,61-64세,상해없음,승용,여,51-60세,경상
2023099335,2023년 7월,주간,경상남도 양산시,경상사고,0,0,1,1,차대사람 - 기타,안전운전불이행,건조,흐림,교차로 - 교차로부근,승용,여,31-40세,상해없음,보행자,여,21-30세,부상신고
2023099429,2023년 7월,주간,경상남도 양산시,중상사고,0,12,2,0,차대차 - 기타,중앙선침범,건조,맑음,단일로 - 기타,승용,여,51-60세,중상,승합,남,31-40세,중상
2023099736,2023년 7월,주간,경상남도 양산시,사망사고,1,0,0,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,21-30세,상해없음,개인형이동수단(PM),여,51-60세,사망
2023099845,2023년 7월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,여,41-50세,상해없음,자전거,여,65세 이상,경상
2023099911,2023년 7월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,41-50세,상해없음,승용,여,41-50세,경상
2023100007,2023년 7월,주간,경상남도 양산시,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,젖음/습기,비,교차로 - 교차로안,승용,여,41-50세,상해없음,보행자,여,51-60세,중상
2023100039,2023년 7월,주간,경상남도 양산시,경상사고,0,0,1,0,차량단독 - 충돌,안전운전불이행,젖음/습기,흐림,단일로 - 기타,사륜오토바이(ATV),남,65세 이상,경상,,,,
2023100152,2023년 7월,야간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,신호위반,젖음/습기,비,교차로 - 교차로안,승용,남,21-30세,상해없음,화물,남,51-60세,경상
2023100236,2023년 7월,야간,경상남도 양산시,경상사고,0,0,1,1,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,41-50세,상해없음,특수,남,41-50세,경상
2023100411,2023년 7월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,51-60세,상해없음,승용,남,21-30세,경상
2023100609,2023년 7월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,남,65세 이상,상해없음,승용,남,31-40세,경상
2023100610,2023년 7월,주간,경상남도 양산시,경상사고,0,0,2,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,51-60세,상해없음,승용,남,65세 이상,경상
2023100716,2023년 7월,야간,경상남도 양산시,부상신고사고,0,0,0,1,차대차 - 충돌,안전운전불이행,건조,흐림,단일로 - 기타,승용,여,61-64세,부상신고,승용,남,31-40세,상해없음
2023100848,2023년 7월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로안,화물,남,65세 이상,상해없음,승용,남,31-40세,경상
2023101037,2023년 7월,주간,경상남도 양산시,경상사고,0,0,4,0,차대차 - 충돌,기타,건조,맑음,교차로 - 교차로안,승용,여,41-50세,경상,승용,여,61-64세,경상
2023101066,2023년 7월,주간,경상남도 양산시,부상신고사고,0,0,0,1,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,51-60세,상해없음,보행자,여,31-40세,부상신고
2023101164,2023년 7월,야간,경상남도 양산시,부상신고사고,0,0,0,1,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,이륜,남,20세 이하,상해없음,승용,남,41-50세,부상신고
2023101627,2023년 7월,주간,경상남도 양산시,중상사고,0,1,0,0,차대차 - 충돌,안전거리미확보,젖음/습기,비,단일로 - 기타,승용,남,41-50세,상해없음,승용,여,65세 이상,중상
2023101628,2023년 7월,주간,경상남도 양산시,중상사고,0,1,0,0,차대차 - 추돌,안전거리미확보,젖음/습기,비,단일로 - 기타,화물,남,51-60세,상해없음,승용,여,51-60세,중상
2023102430,2023년 7월,야간,경상남도 양산시,중상사고,0,1,0,0,차량단독 - 전도전복,안전운전불이행,젖음/습기,흐림,교차로 - 교차로부근,개인형이동수단(PM),남,41-50세,중상,,,,
2023102645,2023년 7월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,41-50세,상해없음,승용,남,21-30세,경상
2023102769,2023년 7월,야간,경상남도 양산시,중상사고,0,1,0,0,차량단독 - 충돌,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,65세 이상,상해없음,,,,
2023102770,2023년 7월,야간,경상남도 양산시,사망사고,1,0,0,0,차대사람 - 횡단중,안전운전불이행,젖음/습기,비,교차로 - 교차로부근,승용,남,21-30세,상해없음,보행자,여,51-60세,사망
2023102830,2023년 7월,주간,경상남도 양산시,중상사고,0,1,1,0,차대차 - 추돌,안전운전불이행,젖음/습기,흐림,단일로 - 기타,화물,남,51-60세,상해없음,승용,여,41-50세,경상
2023103198,2023년 7월,야간,경상남도 양산시,중상사고,0,1,0,0,차대차 - 충돌,중앙선침범,건조,맑음,단일로 - 기타,승용,남,31-40세,상해없음,승용,남,31-40세,중상
