구분번호,발생년월,주야,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령대,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령대,피해운전자 상해정도
2022000070,2022년 1월,주간,경상남도 양산시,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,31-40세,상해없음,승용,여,21-30세,경상
2022000091,2022년 1월,주간,경상남도 양산시,중상사고,0,1,0,0,차량단독 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,51-60세,상해없음,,,,
2022000267,2022년 1월,야간,경상남도 양산시,중상사고,0,1,0,2,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,31-40세,기타불명,승용,여,41-50세,중상
2022000406,2022년 1월,야간,경상남도 양산시,중상사고,0,1,0,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,51-60세,상해없음,승용,남,21-30세,중상
2022000428,2022년 1월,주간,경상남도 양산시,경상사고,0,0,1,0,차량단독 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,65세 이상,상해없음,,,,
2022000466,2022년 1월,주간,경상남도 양산시,경상사고,0,0,2,1,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,21-30세,상해없음,승용,남,31-40세,경상
2022000629,2022년 1월,야간,경상남도 양산시,경상사고,0,0,3,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,21-30세,상해없음,승용,남,21-30세,경상
2022000914,2022년 1월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,기타 - 기타,승용,여,31-40세,상해없음,승용,여,21-30세,상해없음
2022001397,2022년 1월,야간,경상남도 양산시,중상사고,0,1,0,0,차대차 - 충돌,교차로운행방법위반,건조,맑음,기타 - 기타,승합,남,61-64세,상해없음,이륜,남,13-20세,상해없음
2022001844,2022년 1월,야간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,화물,여,65세 이상,상해없음,특수,남,65세 이상,경상
2022002308,2022년 1월,야간,경상남도 양산시,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,41-50세,상해없음,보행자,남,21-30세,상해없음
2022002499,2022년 1월,주간,경상남도 양산시,경상사고,0,0,2,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로안,승용,여,31-40세,상해없음,보행자,여,21-30세,경상
2022002586,2022년 1월,주간,경상남도 양산시,중상사고,0,1,0,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,21-30세,기타불명,이륜,남,31-40세,중상
2022003292,2022년 1월,주간,경상남도 양산시,경상사고,0,0,3,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,51-60세,상해없음,승용,남,21-30세,경상
2022003842,2022년 1월,주간,경상남도 양산시,중상사고,0,2,0,0,차대차 - 충돌,기타,건조,맑음,교차로 - 교차로안,승용,남,65세 이상,상해없음,승용,남,41-50세,중상
2022004157,2022년 1월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승합,남,51-60세,상해없음,승용,여,51-60세,경상
2022004213,2022년 1월,주간,경상남도 양산시,중상사고,0,1,1,0,차대차 - 충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로부근,승용,여,51-60세,상해없음,승용,남,41-50세,경상
2022004361,2022년 1월,야간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,31-40세,상해없음,승용,남,21-30세,경상
2022004704,2022년 1월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,화물,남,51-60세,경상
2022004966,2022년 1월,야간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,65세 이상,상해없음,화물,남,51-60세,경상
2022005053,2022년 1월,주간,경상남도 양산시,부상신고사고,0,0,0,1,차대차 - 추돌,안전운전불이행,건조,맑음,기타 - 기타,승용,여,31-40세,부상신고,승용,남,41-50세,기타불명
2022005133,2022년 1월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,31-40세,상해없음,이륜,남,31-40세,경상
2022005211,2022년 1월,주간,경상남도 양산시,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,21-30세,상해없음,승용,남,51-60세,경상
2022005301,2022년 1월,주간,경상남도 양산시,경상사고,0,0,2,0,차대차 - 기타,교차로운행방법위반,건조,흐림,교차로 - 교차로안,승용,여,31-40세,경상,승용,남,65세 이상,경상
2022005347,2022년 1월,야간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,남,65세 이상,상해없음,이륜,남,21-30세,경상
2022005393,2022년 1월,야간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,21-30세,상해없음,이륜,남,31-40세,경상
2022005394,2022년 1월,야간,경상남도 양산시,중상사고,0,1,0,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,51-60세,상해없음,이륜,남,41-50세,중상
2022005484,2022년 1월,야간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,21-30세,상해없음,이륜,남,21-30세,경상
2022005552,2022년 1월,주간,경상남도 양산시,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,41-50세,상해없음,보행자,여,51-60세,경상
2022005738,2022년 1월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,31-40세,상해없음,이륜,남,21-30세,경상
2022005800,2022년 1월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,65세 이상,상해없음,승용,여,51-60세,경상
2022006354,2022년 1월,주간,경상남도 양산시,부상신고사고,0,0,0,1,차대차 - 충돌,기타,건조,맑음,교차로 - 교차로안,이륜,남,21-30세,부상신고,승용,남,61-64세,상해없음
2022006541,2022년 1월,야간,경상남도 양산시,중상사고,0,1,0,0,차대차 - 충돌,중앙선침범,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,이륜,남,41-50세,중상
2022006671,2022년 1월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,기타 - 기타,승용,여,51-60세,상해없음,승용,남,21-30세,경상
2022006982,2022년 1월,주간,경상남도 양산시,중상사고,0,2,5,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,51-60세,상해없음,승용,남,21-30세,중상
2022007114,2022년 1월,야간,경상남도 양산시,부상신고사고,0,0,0,1,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,21-30세,상해없음,승용,여,21-30세,부상신고
2022007245,2022년 1월,야간,경상남도 양산시,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,21-30세,상해없음,승용,남,65세 이상,중상
2022007518,2022년 1월,주간,경상남도 양산시,경상사고,0,0,2,0,차대차 - 충돌,신호위반,건조,맑음,단일로 - 터널,승용,남,51-60세,상해없음,승용,남,51-60세,경상
2022007754,2022년 1월,야간,경상남도 양산시,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,이륜,남,31-40세,상해없음,보행자,여,51-60세,중상
2022007875,2022년 1월,주간,경상남도 양산시,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,41-50세,상해없음,보행자,남,41-50세,경상
2022008138,2022년 1월,야간,경상남도 양산시,중상사고,0,1,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,남,65세 이상,기타불명,승용,남,31-40세,경상
2022008475,2022년 1월,주간,경상남도 양산시,중상사고,0,1,0,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,51-60세,상해없음,화물,남,41-50세,중상
2022008502,2022년 1월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,41-50세,상해없음,이륜,남,31-40세,경상
2022008503,2022년 1월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승합,남,51-60세,상해없음,승합,남,51-60세,경상
2022008777,2022년 1월,주간,경상남도 양산시,중상사고,0,1,0,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,51-60세,상해없음,개인형이동수단(PM),남,31-40세,중상
2022008778,2022년 1월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,승용,남,51-60세,경상
2022008963,2022년 1월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,기타,건조,맑음,교차로 - 교차로안,승용,남,31-40세,상해없음,이륜,남,31-40세,경상
2022009834,2022년 1월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,남,51-60세,상해없음,승용,남,41-50세,경상
2022009885,2022년 1월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로안,화물,남,41-50세,상해없음,화물,남,41-50세,경상
2022009947,2022년 1월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,51-60세,상해없음,승용,남,51-60세,경상
2022009948,2022년 1월,주간,경상남도 양산시,중상사고,0,1,0,0,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로안,건설기계,남,21-30세,상해없음,화물,남,41-50세,중상
2022010007,2022년 1월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,기타,건조,맑음,교차로 - 교차로안,승용,여,51-60세,상해없음,화물,남,51-60세,경상
2022010062,2022년 1월,주간,경상남도 양산시,경상사고,0,0,3,0,차대차 - 충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,41-50세,상해없음,승용,남,41-50세,경상
2022010186,2022년 1월,야간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로안,화물,남,21-30세,상해없음,승용,남,65세 이상,경상
2022010506,2022년 1월,주간,경상남도 양산시,중상사고,0,1,1,0,차대차 - 충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,51-60세,경상,화물,남,65세 이상,중상
2022010682,2022년 1월,주간,경상남도 양산시,경상사고,0,0,1,1,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 터널,승용,남,31-40세,상해없음,승용,남,31-40세,경상
2022011014,2022년 1월,야간,경상남도 양산시,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,61-64세,상해없음,보행자,남,51-60세,경상
2022011230,2022년 1월,주간,경상남도 양산시,부상신고사고,0,0,0,1,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,이륜,남,31-40세,부상신고,화물,남,31-40세,상해없음
2022011329,2022년 1월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,51-60세,기타불명,승용,여,65세 이상,경상
2022011416,2022년 1월,야간,경상남도 양산시,부상신고사고,0,0,0,1,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,31-40세,상해없음,자전거,남,31-40세,부상신고
2022011417,2022년 1월,야간,경상남도 양산시,부상신고사고,0,0,0,1,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,65세 이상,상해없음,이륜,남,13-20세,부상신고
2022011448,2022년 1월,야간,경상남도 양산시,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,41-50세,상해없음,승합,남,51-60세,경상
2022011769,2022년 1월,주간,경상남도 양산시,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,기타 - 기타,승용,여,31-40세,상해없음,승용,여,41-50세,중상
2022012549,2022년 1월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,61-64세,기타불명,승용,여,21-30세,경상
2022012639,2022년 1월,주간,경상남도 양산시,중상사고,0,1,1,0,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,41-50세,상해없음,승용,여,51-60세,중상
2022012702,2022년 1월,주간,경상남도 양산시,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,41-50세,상해없음,보행자,남,51-60세,부상신고
2022013072,2022년 1월,야간,경상남도 양산시,경상사고,0,0,3,0,차대차 - 충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,21-30세,상해없음,승용,남,41-50세,경상
2022013128,2022년 1월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,21-30세,상해없음,승용,여,51-60세,경상
2022013236,2022년 1월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,31-40세,상해없음,승용,남,31-40세,경상
2022013592,2022년 1월,야간,경상남도 양산시,중상사고,0,1,1,0,차대사람 - 횡단중,기타,건조,기타,단일로 - 기타,이륜,남,21-30세,경상,보행자,남,51-60세,중상
2022014068,2022년 1월,야간,경상남도 양산시,부상신고사고,0,0,0,1,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,31-40세,상해없음,이륜,남,21-30세,부상신고
2022014135,2022년 1월,야간,경상남도 양산시,중상사고,0,2,0,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,31-40세,상해없음,승용,남,65세 이상,중상
2022014375,2022년 1월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,이륜,남,31-40세,경상,승용,여,51-60세,상해없음
2022014531,2022년 1월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,여,41-50세,기타불명,승용,남,51-60세,상해없음
2022014675,2022년 1월,야간,경상남도 양산시,경상사고,0,0,2,0,차대차 - 충돌,기타,건조,맑음,교차로 - 교차로안,승용,남,21-30세,상해없음,승용,남,21-30세,경상
2022014963,2022년 1월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,기타불명,승용,여,51-60세,경상
2022014993,2022년 1월,주간,경상남도 양산시,중상사고,0,1,2,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,61-64세,상해없음,승용,여,65세 이상,중상
2022015062,2022년 1월,주간,경상남도 양산시,중상사고,0,1,0,0,차대차 - 충돌,중앙선침범,건조,맑음,단일로 - 기타,승용,남,65세 이상,상해없음,이륜,남,31-40세,중상
2022015085,2022년 1월,야간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,41-50세,상해없음,승용,남,51-60세,상해없음
2022015307,2022년 1월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,기타불명,남,51-60세,상해없음,자전거,남,31-40세,경상
2022015330,2022년 1월,주간,경상남도 양산시,경상사고,0,0,2,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,화물,남,21-30세,경상
2022015492,2022년 1월,야간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 교량,승용,남,65세 이상,상해없음,이륜,남,41-50세,경상
2022016138,2022년 2월,야간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,21-30세,상해없음,승용,여,31-40세,경상
2022016613,2022년 2월,주간,경상남도 양산시,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,41-50세,상해없음,보행자,여,41-50세,중상
2022016721,2022년 2월,주간,경상남도 양산시,중상사고,0,1,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,61-64세,상해없음,승용,여,51-60세,경상
2022016768,2022년 2월,주간,경상남도 양산시,부상신고사고,0,0,0,1,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,41-50세,기타불명,보행자,남,31-40세,부상신고
2022016852,2022년 2월,야간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,51-60세,상해없음,승용,남,21-30세,경상
2022016967,2022년 2월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,51-60세,상해없음,승용,남,31-40세,경상
2022017035,2022년 2월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,41-50세,상해없음,승용,남,21-30세,경상
2022017052,2022년 2월,주간,경상남도 양산시,중상사고,0,1,0,0,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,51-60세,상해없음,승용,남,61-64세,중상
2022017171,2022년 2월,주간,경상남도 양산시,중상사고,0,1,0,0,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,61-64세,상해없음,이륜,남,31-40세,중상
2022017415,2022년 2월,주간,경상남도 양산시,사망사고,1,0,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,여,51-60세,상해없음,보행자,여,65세 이상,사망
2022017808,2022년 2월,주간,경상남도 양산시,부상신고사고,0,0,0,2,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,65세 이상,부상신고,승용,남,51-60세,부상신고
2022017875,2022년 2월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,41-50세,상해없음,승용,여,41-50세,경상
2022017901,2022년 2월,주간,경상남도 양산시,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,남,51-60세,상해없음,이륜,남,21-30세,중상
2022017953,2022년 2월,야간,경상남도 양산시,부상신고사고,0,0,0,1,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,51-60세,상해없음,원동기,남,21-30세,부상신고
2022017980,2022년 2월,야간,경상남도 양산시,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로부근,화물,남,65세 이상,상해없음,보행자,여,65세 이상,경상
2022017998,2022년 2월,야간,경상남도 양산시,중상사고,0,1,0,0,차대사람 - 보도통행중,보행자보호의무위반,건조,맑음,단일로 - 기타,승용,남,21-30세,상해없음,보행자,남,51-60세,중상
2022018223,2022년 2월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,61-64세,상해없음,승용,남,21-30세,경상
2022018347,2022년 2월,야간,경상남도 양산시,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,화물,남,31-40세,상해없음,보행자,남,65세 이상,중상
2022018397,2022년 2월,야간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 기타,중앙선침범,건조,맑음,단일로 - 기타,이륜,남,41-50세,상해없음,이륜,남,13-20세,경상
2022018519,2022년 2월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,21-30세,상해없음,건설기계,남,41-50세,경상
2022019142,2022년 2월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,31-40세,상해없음,승용,여,61-64세,경상
2022019191,2022년 2월,주간,경상남도 양산시,중상사고,0,1,0,0,차대차 - 충돌,기타,건조,맑음,단일로 - 기타,승용,여,31-40세,상해없음,자전거,여,51-60세,중상
2022019334,2022년 2월,야간,경상남도 양산시,중상사고,0,1,0,0,차대차 - 충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,31-40세,상해없음,이륜,남,13-20세,중상
2022019368,2022년 2월,야간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 교량,이륜,남,31-40세,경상,승용,남,41-50세,상해없음
2022019441,2022년 2월,야간,경상남도 양산시,중상사고,0,1,0,0,차대차 - 충돌,기타,건조,맑음,교차로 - 교차로안,승용,남,20세 이하,상해없음,이륜,남,21-30세,중상
2022019505,2022년 2월,주간,경상남도 양산시,부상신고사고,0,0,0,1,차대차 - 충돌,안전거리미확보,건조,맑음,단일로 - 교량,승용,남,41-50세,상해없음,승용,남,31-40세,부상신고
2022019560,2022년 2월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 교량,승용,남,31-40세,상해없음,승용,여,51-60세,상해없음
2022019614,2022년 2월,주간,경상남도 양산시,중상사고,0,1,0,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,65세 이상,상해없음,이륜,남,31-40세,중상
2022019787,2022년 2월,야간,경상남도 양산시,부상신고사고,0,0,0,1,차대차 - 충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,이륜,남,41-50세,상해없음,승용,남,31-40세,부상신고
2022019884,2022년 2월,야간,경상남도 양산시,중상사고,0,1,0,0,차대차 - 충돌,신호위반,건조,맑음,교차로 - 교차로부근,이륜,남,41-50세,중상,승용,여,41-50세,상해없음
2022019986,2022년 2월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,안전거리미확보,건조,맑음,단일로 - 기타,화물,남,51-60세,상해없음,승용,남,51-60세,경상
2022020026,2022년 2월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,경상,화물,남,41-50세,상해없음
2022020236,2022년 2월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,51-60세,상해없음,승용,남,41-50세,경상
2022020468,2022년 2월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,신호위반,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,화물,남,21-30세,경상
2022020680,2022년 2월,주간,경상남도 양산시,중상사고,0,1,0,0,차대차 - 충돌,신호위반,건조,맑음,기타 - 기타,승용,여,51-60세,상해없음,이륜,남,31-40세,중상
2022021079,2022년 2월,야간,경상남도 양산시,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,남,41-50세,상해없음,승용,여,51-60세,경상
2022021193,2022년 2월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,남,61-64세,기타불명,승용,여,21-30세,경상
2022021223,2022년 2월,주간,경상남도 양산시,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,65세 이상,상해없음,승용,남,41-50세,경상
2022021368,2022년 2월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,기타,건조,맑음,교차로 - 교차로안,승용,여,61-64세,상해없음,승용,남,65세 이상,경상
2022021428,2022년 2월,주간,경상남도 양산시,부상신고사고,0,0,0,1,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51-60세,상해없음,이륜,남,31-40세,부상신고
2022021530,2022년 2월,야간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,51-60세,상해없음,승용,남,31-40세,경상
2022021757,2022년 2월,주간,경상남도 양산시,중상사고,0,1,0,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,이륜,남,41-50세,중상,승합,남,61-64세,상해없음
2022021758,2022년 2월,주간,경상남도 양산시,중상사고,0,1,0,0,차대차 - 충돌,중앙선침범,건조,맑음,교차로 - 교차로안,승용,여,51-60세,상해없음,이륜,남,51-60세,중상
2022021838,2022년 2월,주간,경상남도 양산시,부상신고사고,0,0,0,1,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,이륜,남,41-50세,부상신고,승용,남,21-30세,상해없음
2022021959,2022년 2월,야간,경상남도 양산시,중상사고,0,2,0,0,차대차 - 충돌,중앙선침범,건조,맑음,단일로 - 기타,승용,여,51-60세,중상,승용,남,41-50세,중상
2022021995,2022년 2월,야간,경상남도 양산시,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,21-30세,상해없음,이륜,남,21-30세,중상
2022022180,2022년 2월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,41-50세,상해없음,이륜,남,31-40세,경상
2022022499,2022년 2월,야간,경상남도 양산시,중상사고,0,1,0,0,차대차 - 충돌,중앙선침범,건조,맑음,교차로 - 교차로안,승용,남,31-40세,상해없음,승용,여,51-60세,중상
2022022525,2022년 2월,야간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승합,남,51-60세,상해없음,승용,여,51-60세,경상
2022022526,2022년 2월,야간,경상남도 양산시,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,31-40세,상해없음,보행자,남,21-30세,중상
2022022664,2022년 2월,주간,경상남도 양산시,경상사고,0,0,1,0,차대차 - 충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,31-40세,상해없음,자전거,남,51-60세,경상
2022022698,2022년 2월,주간,경상남도 양산시,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,남,41-50세,상해없음,보행자,여,65세 이상,경상
2022023420,2022년 2월,야간,경상남도 양산시,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,31-40세,경상,승용,여,31-40세,경상
2022023421,2022년 2월,야간,경상남도 양산시,중상사고,0,1,0,0,차량단독 - 충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승합,남,41-50세,상해없음,,,,
2022023529,2022년 2월,야간,경상남도 양산시,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,기타불명,기타불명,기타불명,기타불명,이륜,남,31-40세,부상신고
