화,06시-08시,7월,134,4,162,147,4,235,147,0,187
화,06시-08시,8월,142,3,199,167,1,228,142,1,190
화,06시-08시,9월,126,5,152,183,4,227,131,5,171
화,06시-08시,10월,152,3,212,177,3,218,194,2,270
화,06시-08시,11월,224,5,324,170,2,246,206,5,260
화,06시-08시,12월,169,6,231,173,5,228,214,7,311
화,08시-10시,전체,3516,32,4771,3652,29,5096,3791,32,5159
화,08시-10시,1월,240,1,318,270,2,397,271,3,398
화,08시-10시,2월,165,0,227,208,1,275,195,2,249
화,08시-10시,3월,229,3,306,278,4,378,302,1,427
화,08시-10시,4월,287,4,417,273,2,371,368,4,512
화,08시-10시,5월,434,4,571,429,4,611,342,5,443
화,08시-10시,6월,320,3,432,279,3,396,368,2,479
화,08시-10시,7월,275,1,377,296,4,398,356,2,487
화,08시-10시,8월,298,3,402,309,3,427,294,2,411
화,08시-10시,9월,266,2,333,326,2,442,301,4,442
화,08시-10시,10월,326,3,439,366,1,518,329,2,439
화,08시-10시,11월,347,5,457,355,2,513,318,1,407
화,08시-10시,12월,329,3,492,263,1,370,347,4,465
화,10시-12시,전체,2986,32,4234,2937,35,3973,3048,33,4233
화,10시-12시,1월,229,1,328,206,3,280,235,1,329
화,10시-12시,2월,163,4,254,214,2,289,184,2,244
화,10시-12시,3월,246,2,345,225,2,311,190,0,264
화,10시-12시,4월,254,2,360,199,4,290,335,4,450
화,10시-12시,5월,331,6,460,337,4,449,266,3,373
화,10시-12시,6월,222,4,321,227,3,297,264,4,367
화,10시-12시,7월,236,3,350,200,3,272,287,2,414
화,10시-12시,8월,292,2,393,305,2,418,255,4,359
화,10시-12시,9월,225,2,312,272,2,365,237,5,368
화,10시-12시,10월,259,3,381,292,6,374,292,3,399
화,10시-12시,11월,290,2,386,262,3,348,227,2,301
화,10시-12시,12월,239,1,344,198,1,280,276,3,365
화,12시-14시,전체,3086,38,4241,3197,28,4555,3052,25,4267
화,12시-14시,1월,263,1,364,253,1,358,244,3,338
화,12시-14시,2월,205,1,307,241,4,364,202,1,292
화,12시-14시,3월,255,2,380,225,3,309,198,1,261
화,12시-14시,4월,241,2,329,237,0,329,332,1,487
화,12시-14시,5월,317,5,425,343,4,509,225,4,314
화,12시-14시,6월,235,3,328,260,2,377,230,2,316
화,12시-14시,7월,221,3,315,269,3,373,285,2,405
화,12시-14시,8월,320,3,462,333,5,488,282,7,377
화,12시-14시,9월,245,4,310,253,2,364,236,2,380
화,12시-14시,10월,255,7,333,299,2,409,254,0,352
화,12시-14시,11월,318,5,402,248,1,355,251,2,331
화,12시-14시,12월,211,2,286,236,1,320,313,0,414
화,14시-16시,전체,3350,44,4705,3389,44,4726,3244,34,4614
화,14시-16시,1월,260,2,347,293,3,401,272,3,409
화,14시-16시,2월,203,0,308,216,6,290,207,3,289
화,14시-16시,3월,258,6,354,274,1,386,170,1,218
화,14시-16시,4월,224,1,305,225,5,316,327,1,456
화,14시-16시,5월,369,2,504,360,5,494,275,3,389
화,14시-16시,6월,264,3,363,250,3,340,281,6,389
화,14시-16시,7월,289,5,389,238,1,340,326,4,482
화,14시-16시,8월,309,3,461,333,2,526,268,3,380
화,14시-16시,9월,274,4,384,264,5,360,243,3,397
화,14시-16시,10월,327,1,468,365,6,495,282,1,372
화,14시-16시,11월,317,10,443,289,1,420,272,2,366
화,14시-16시,12월,256,7,379,282,6,358,321,4,467
화,16시-18시,전체,3980,51,5550,4058,35,5592,4183,44,5688
화,16시-18시,1월,245,8,349,267,2,392,326,4,468
화,16시-18시,2월,198,0,299,260,1,344,233,2,320
화,16시-18시,3월,344,5,498,346,2,462,301,0,404
화,16시-18시,4월,295,2,398,272,1,409,406,0,552
화,16시-18시,5월,454,4,603,483,5,674,353,4,490
화,16시-18시,6월,317,2,440,362,2,487,367,4,502
화,16시-18시,7월,296,3,440,269,1,363,365,5,494
화,16시-18시,8월,393,6,535,362,1,494,333,6,445
화,16시-18시,9월,342,6,488,364,3,475,353,5,499
화,16시-18시,10월,349,5,492,379,8,513,384,2,517
화,16시-18시,11월,424,5,559,359,4,530,361,6,450
화,16시-18시,12월,323,5,449,335,5,449,401,6,547
화,18시-20시,전체,4002,44,5488,4102,43,5631,4302,40,5757
화,18시-20시,1월,384,4,511,390,4,528,396,1,542
화,18시-20시,2월,265,2,372,304,2,414,315,4,410
화,18시-20시,3월,318,1,438,282,1,390,283,0,374
화,18시-20시,4월,267,2,349,302,2,415,389,6,504
화,18시-20시,5월,364,3,490,365,3,504,299,1,444
화,18시-20시,6월,270,4,359,265,6,361,291,3,378
화,18시-20시,7월,260,3,371,284,3,376,355,3,477
화,18시-20시,8월,340,1,499,366,2,537,296,4,401
화,18시-20시,9월,343,6,470,349,5,484,300,3,416
화,18시-20시,10월,367,7,490,436,7,561,513,6,676
화,18시-20시,11월,486,8,661,392,4,597,399,7,517
화,18시-20시,12월,338,3,478,367,4,464,466,2,618
화,20시-22시,전체,2608,31,3602,2382,24,3228,2467,29,3308
화,20시-22시,1월,277,1,391,177,2,224,197,1,263
화,20시-22시,2월,194,0,289,157,1,217,187,0,251
화,20시-22시,3월,182,3,253,169,0,222,155,1,193
화,20시-22시,4월,187,2,255,242,1,310,276,4,358
화,20시-22시,5월,253,5,330,228,2,298,230,3,313
화,20시-22시,6월,221,3,297,197,5,264,169,3,223
화,20시-22시,7월,194,2,256,218,5,283,227,3,318
화,20시-22시,8월,236,3,329,225,2,309,205,2,273
화,20시-22시,9월,211,2,302,198,2,256,172,5,264
화,20시-22시,10월,213,4,288,229,1,309,249,1,327
화,20시-22시,11월,244,4,322,170,2,286,192,2,261
화,20시-22시,12월,196,2,290,172,1,250,208,4,264
화,22시-24시,전체,1737,27,2454,1574,21,2210,1568,25,2121
화,22시-24시,1월,117,1,164,144,1,182,133,2,170
화,22시-24시,2월,111,3,164,131,2,197,113,3,158
화,22시-24시,3월,169,2,243,116,1,159,112,0,141
화,22시-24시,4월,145,3,191,164,1,231,178,3,236
화,22시-24시,5월,180,7,266,135,2,208,127,0,174
화,22시-24시,6월,141,1,197,128,2,185,95,2,140
화,22시-24시,7월,127,2,170,158,2,233,169,3,231
화,22시-24시,8월,181,5,256,149,4,203,108,0,138
화,22시-24시,9월,140,0,207,129,1,171,112,1,163
화,22시-24시,10월,109,1,160,105,2,144,161,1,215
화,22시-24시,11월,155,0,211,100,1,130,121,8,155
화,22시-24시,12월,162,2,225,115,2,167,139,2,200
수,00시-02시,전체,894,25,1249,834,21,1178,871,39,1217
수,00시-02시,1월,39,0,66,65,2,90,78,4,104
수,00시-02시,2월,35,2,54,67,1,98,61,2,78
수,00시-02시,3월,69,1,103,93,0,137,62,1,81
