target
7
6
7
6
7
4
6
7
5
7
5
7
6
7
7
7
7
11
4
7
5
7
3
6
7
6
5
7
4
7
7
5
6
6
7
7
0
7
6
5
7
11
5
1
4
6
7
0
7
7
7
7
5
7
5
6
7
4
4
5
7
11
7
7
4
7
5
5
5
7
5
7
6
7
7
6
4
7
7
7
7
11
7
4
8
8
6
6
6
0
7
7
5
7
7
0
7
7
7
11
6
7
7
7
2
7
7
7
7
7
7
7
5
7
7
8
4
7
7
7
5
11
7
4
5
6
3
7
5
7
10
0
5
6
7
4
7
4
7
0
5
7
6
7
5
5
7
7
6
11
4
7
8
0
7
5
5
5
0
6
7
6
7
7
5
4
7
6
7
9
7
5
3
7
7
0
7
7
7
3
7
7
5
7
7
7
4
7
7
7
7
7
6
5
7
10
3
7
7
7
7
5
4
7
10
7
5
7
1
7
7
3
7
6
7
7
7
7
7
5
0
0
6
6
7
7
5
7
2
7
7
6
0
5
5
6
5
4
4
5
4
7
7
7
5
7
6
5
7
7
5
6
4
7
7
7
7
6
6
6
7
5
5
5
6
7
0
11
7
0
5
4
7
6
7
7
0
3
7
7
3
7
6
5
7
7
6
7
4
5
6
7
7
7
5
7
7
5
3
10
4
7
7
0
6
6
9
6
7
6
7
7
2
6
7
7
7
7
6
5
7
7
4
7
7
4
7
4
3
6
7
7
5
3
7
6
7
5
4
7
7
7
4
7
5
7
7
4
7
4
7
3
7
7
7
11
7
6
7
7
5
5
3
4
7
5
4
8
7
4
7
7
6
7
7
0
7
7
7
4
7
5
7
5
0
7
7
3
7
0
5
7
5
4
5
7
7
7
7
5
6
7
7
7
7
5
6
5
5
7
7
11
7
7
6
7
7
0
6
4
6
7
7
2
7
7
7
6
5
7
5
0
5
4
7
5
7
11
4
7
5
7
7
7
5
11
0
11
7
4
7
7
6
7
7
5
7
7
11
7
7
7
7
1
0
7
7
3
7
6
7
5
7
7
0
7
5
6
6
7
4
7
5
6
7
5
5
7
6
7
7
7
5
5
7
7
11
7
4
6
7
7
7
7
7
6
7
5
7
7
7
5
7
7
7
7
5
5
7
6
7
6
7
7
7
7
7
11
7
7
7
7
7
6
7
7
7
7
7
7
7
7
7
7
7
7
5
7
3
7
7
7
3
7
6
5
7
6
6
7
5
7
7
7
0
7
6
7
7
4
4
11
4
6
7
7
5
4
6
7
5
6
7
6
6
7
6
7
7
5
3
5
5
6
7
7
3
7
4
7
5
4
7
6
5
7
7
5
7
7
7
7
7
0
5
7
7
7
7
7
7
7
7
7
7
7
7
7
0
7
8
7
5
7
3
5
5
7
7
7
4
5
4
10
11
7
5
7
6
7
7
7
0
7
7
7
4
4
6
7
5
7
5
6
7
6
7
7
5
7
3
7
6
7
7
7
7
6
7
4
5
11
7
6
4
7
7
6
7
6
5
6
3
7
7
7
7
7
6
7
10
6
7
6
6
7
6
7
