target
7
7
6
6
4
5
6
7
7
5
4
7
6
7
7
7
7
6
7
7
6
7
7
7
7
7
7
6
5
0
3
7
7
7
5
4
6
7
7
7
7
0
7
7
4
5
1
7
1
7
4
7
5
7
5
6
7
7
7
7
5
5
8
9
7
3
10
5
5
5
7
6
7
10
7
7
7
6
5
7
7
6
7
7
7
6
7
6
4
0
0
7
7
7
5
6
11
6
7
4
7
7
7
6
7
7
7
7
6
7
6
6
7
7
6
8
11
7
6
0
4
5
5
11
5
5
7
6
7
5
5
7
7
4
6
7
7
5
6
7
7
7
5
7
5
0
4
4
7
5
0
7
7
7
7
7
6
11
7
7
5
0
0
7
6
7
3
5
7
7
7
4
5
7
7
4
0
5
7
7
6
0
5
6
7
7
1
7
7
6
7
7
11
7
6
7
7
5
7
4
7
7
5
0
7
7
7
7
5
7
7
5
7
7
6
6
6
4
6
7
5
6
4
7
4
7
7
4
5
4
3
8
7
11
7
7
6
7
0
5
7
5
4
7
7
10
7
6
7
7
7
5
6
6
4
7
7
0
7
5
7
4
7
7
6
7
7
7
7
7
7
7
7
0
7
7
11
10
5
6
7
8
6
8
6
6
7
7
8
0
7
7
7
6
7
6
7
7
6
7
7
7
7
7
7
7
7
6
5
3
5
7
7
6
7
6
5
5
5
7
6
7
7
7
7
0
5
7
6
6
7
7
7
6
7
5
7
7
5
7
7
5
7
7
5
4
7
5
4
7
7
5
7
7
6
6
7
7
5
7
6
7
7
7
5
7
7
7
5
0
3
5
11
7
2
7
6
5
7
6
7
6
4
7
6
3
7
6
0
5
5
7
7
7
7
8
7
7
7
7
7
7
7
6
7
0
7
7
7
7
7
6
7
7
7
11
7
4
7
7
7
7
6
7
7
3
6
7
7
7
7
5
3
11
6
7
6
7
6
5
7
8
7
7
5
6
7
7
7
7
0
7
7
7
7
6
4
5
7
5
7
4
7
6
7
11
6
5
7
6
7
7
7
7
6
6
7
5
5
7
5
6
6
6
7
5
6
7
6
7
5
7
7
7
4
7
5
4
2
7
5
7
0
7
7
5
4
6
6
7
6
5
0
4
7
5
7
6
7
5
7
6
6
4
7
5
7
5
6
7
7
5
7
6
7
7
3
4
5
6
7
7
7
7
3
7
7
6
7
7
5
7
4
7
3
7
1
7
0
7
1
7
6
7
5
7
7
6
6
7
7
5
6
4
0
5
4
7
7
6
7
7
6
7
7
5
7
11
6
7
7
7
7
7
6
4
4
7
7
7
7
7
6
5
7
5
0
6
4
6
7
5
7
6
5
6
7
5
6
7
6
11
7
7
6
7
7
7
7
11
4
0
4
7
4
7
7
7
0
7
7
7
0
7
7
4
6
6
5
7
7
7
7
7
6
0
7
7
7
7
5
6
7
0
7
7
7
7
6
7
5
7
5
8
7
3
6
7
7
7
4
4
7
7
7
7
7
7
8
7
0
7
6
7
4
1
7
5
7
7
5
0
7
6
7
4
5
7
3
7
8
5
6
4
7
3
5
7
7
0
7
7
6
7
5
7
7
7
11
3
8
7
7
7
7
7
5
5
7
7
7
7
7
6
4
7
4
7
7
4
7
6
11
3
4
7
0
7
5
7
7
5
8
7
7
7
7
7
6
7
7
6
6
7
7
7
6
7
7
4
5
8
7
5
4
5
7
7
7
7
3
6
7
7
5
7
5
7
7
8
7
5
5
6
7
11
11
7
4
10
7
4
3
7
7
7
7
6
7
4
7
7
4
4
5
7
6
5
7
4
3
7
0
7
7
7
4
5
6
7
7
6
5
4
5
6
5
10
6
5
7
7
5
11
7
7
7
7
4
4
6
7
7
0
7
6
0
4
6
7
7
11
7
7
7
7
5
7
0
7
7
5
5
7
7
7
4
6
4
4
4
7
8
6
7
7
4
5
5
7
7
7
7
7
4
7
4
7
5
5
4
0
5
6
7
7
7
4
5
7
6
6
0
7
6
7
7
6
7
5
7
7
6
3
3
7
5
7
6
0
7
7
7
6
6
7
6
6
0
5
4
5
7
7
7
5
7
7
7
7
7
7
7
1
5
7
11
0
7
6
7
6
5
7
7
7
4
7
7
7
6
10
7
7
5
5
8
7
6
4
5
6
5
7
7
7
7
5
7
7
7
5
7
5
7
7
7
7
4
5
4
7
6
7
4
5
7
6
7
7
6
3
6
7
11
5
7
5
7
5
6
5
7
5
4
7
7
7
6
7
4
6
7
4
7
7
6
7
1
5
7
6
7
6
3
6
5
4
5
7
7
7
7
4
7
7
5
7
6
4
7
7
5
5
5
7
7
6
5
0
7
5
8
5
7
5
7
11
4
7
7
5
7
4
4
5
7
7
7
6
7
7
7
7
7
7
3
5
5
7
6
6
7
5
4
5
5
7
5
4
7
7
6
7
0
4
7
6
7
7
6
7
6
0
2
4
7
1
7
6
7
7
7
7
5
7
7
7
6
7
5
6
7
7
7
7
7
6
2
4
7
6
7
6
6
7
5
5
7
7
5
0
7
0
6
11
6
7
6
7
7
7
7
7
4
7
0
3
0
6
7
7
3
7
7
8
7
6
4
7
6
7
7
7
7
7
7
7
7
7
7
4
7
0
7
0
11
7
7
5
7
5
4
7
5
6
6
4
4
7
4
7
7
7
5
7
6
5
4
5
6
7
6
7
7
7
4
6
7
7
7
6
7
0
7
7
7
7
7
7
7
7
7
7
7
7
6
4
7
10
7
6
6
1
6
7
5
7
7
7
8
5
0
7
7
7
5
7
2
7
5
8
7
7
5
7
6
6
5
6
5
7
4
5
7
6
6
7
7
6
7
7
6
7
6
7
7
4
7
5
3
7
5
4
7
7
5
7
6
5
7
6
7
0
7
7
7
7
7
7
11
5
1
7
5
7
6
4
6
7
7
7
7
7
5
5
5
10
7
5
7
7
5
4
7
6
7
7
2
4
6
7
4
1
7
7
4
6
5
5
7
7
5
7
6
11
5
6
5
2
5
7
5
7
7
7
7
8
7
7
6
7
7
10
6
6
4
4
5
7
7
7
3
5
7
5
7
7
7
5
5
7
5
7
7
5
5
8
6
7
7
7
7
7
4
0
7
7
7
7
5
7
7
5
7
8
7
7
7
6
7
7
7
0
0
5
7
5
5
6
7
7
7
7
5
4
7
0
7
8
3
5
6
7
7
2
6
7
7
7
7
7
7
0
7
6
7
7
7
5
0
6
6
6
5
6
7
7
6
5
7
6
4
10
7
4
7
7
7
7
6
2
7
5
6
1
4
3
7
7
7
7
5
7
7
11
7
7
7
6
7
7
7
7
6
6
2
7
6
7
6
6
7
7
5
5
7
6
7
7
5
5
7
7
7
6
7
7
7
7
8
7
6
7
5
6
5
7
5
5
3
6
5
7
4
6
7
7
7
7
6
6
8
6
7
7
0
6
3
7
6
7
4
6
7
11
7
6
7
7
5
7
7
6
7
6
6
7
7
7
7
7
6
7
7
7
7
5
7
7
7
7
7
4
5
5
4
7
4
7
7
7
7
6
7
0
6
7
7
7
7
6
7
7
7
7
9
7
7
5
10
6
7
7
7
4
7
7
7
5
5
7
5
6
6
2
7
7
7
7
7
7
7
5
6
7
7
7
7
5
7
7
5
6
11
7
5
7
6
5
6
7
7
7
7
5
7
7
7
7
4
6
0
6
6
7
6
7
6
4
5
7
7
7
6
5
7
7
4
7
7
7
7
5
5
5
4
6
7
4
7
6
7
5
7
8
5
10
7
7
7
6
0
3
0
4
5
4
6
7
7
8
5
7
6
7
7
7
7
0
7
0
7
7
7
6
7
7
6
7
6
7
7
4
3
6
7
6
7
6
7
5
5
7
3
4
7
7
7
6
6
0
11
5
6
4
7
6
7
4
3
7
5
7
6
7
8
7
7
7
6
5
11
5
7
5
6
7
7
6
6
7
5
5
6
7
5
3
3
7
0
7
7
7
8
5
7
7
6
7
7
11
11
4
7
7
7
5
7
5
6
0
6
0
7
0
7
5
7
7
7
7
7
7
7
6
7
0
0
11
5
7
7
7
0
7
6
7
5
8
6
7
0
4
0
4
7
5
7
7
7
7
7
5
5
6
6
5
7
7
7
7
7
5
4
6
6
7
7
7
7
5
7
7
7
6
7
6
7
4
4
7
7
5
5
7
6
7
7
6
7
5
7
7
7
3
6
7
7
7
0
6
6
2
7
11
6
7
7
6
5
7
5
6
7
4
5
4
5
7
6
6
4
6
6
5
6
7
7
5
7
7
7
11
7
7
6
5
7
8
0
6
0
6
6
5
7
6
7
6
6
5
3
6
7
7
7
7
7
7
7
5
4
8
7
6
7
7
4
8
7
7
7
7
5
6
5
7
6
5
7
6
5
7
5
7
7
7
11
7
6
5
7
7
5
7
6
6
3
7
4
7
6
7
7
7
3
6
7
7
7
7
6
6
7
7
7
7
6
5
7
4
7
7
0
7
7
6
5
6
7
6
0
6
3
7
5
7
7
7
7
6
7
4
7
4
7
6
6
4
11
7
7
6
6
7
3
0
7
5
9
4
6
7
7
7
7
5
7
6
5
4
3
3
7
7
5
7
6
6
7
6
2
7
7
7
8
7
7
7
7
5
5
7
4
7
4
5
7
6
7
7
8
0
8
7
7
7
5
5
7
6
7
3
6
5
0
6
7
7
7
4
6
7
6
5
7
5
6
6
6
7
8
7
7
7
7
7
7
7
0
7
7
5
7
7
5
0
7
7
5
7
3
7
6
7
5
2
6
4
6
7
4
5
6
7
7
5
7
6
7
6
7
7
7
4
5
7
3
7
6
7
7
7
4
7
6
0
7
5
7
5
7
7
3
4
0
7
2
7
7
7
7
4
6
8
7
7
7
7
7
7
4
7
2
7
6
7
7
0
7
7
5
5
5
5
4
5
7
7
5
5
4
5
7
6
7
7
7
7
6
7
0
7
